T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
Q99KI0	1.58382	1.19839	1.16341	1.62121	1.25126	2.21223	1.00798	1.12895	-0.641598	0.698028	1.03132	0.145835	0.724861	-0.317528	-1.8254	-2.55599	-3.9766	-2.5139	-2.8852	-3.68297	0.76962	0.682022	0.405176	1.29779	0.582962
Q99KI3	-0.0234457	0.0810236	-0.835047	-0.319514	-0.499722	-0.10257	0.066604	-1.07298	NaN	NaN	-1.43369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.22852	0.686803	0.95856	1.26545	NaN
Q99KJ8	0.703542	0.73555	0.604604	0.716284	0.437839	0.70326	0.76803	0.0178564	-0.577723	-0.1491	0.119289	-0.273981	-0.251093	-0.244343	-0.278876	-0.446003	-2.0705	-1.15607	-1.87661	-2.19703	0.804449	0.915909	1.21538	1.253	1.01107
Q99KK2	0.653047	-0.798167	-0.200373	-0.335734	-0.145815	1.35853	-0.435215	0.266943	NaN	-0.741297	-0.188307	-0.156905	0.266881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.480277	-0.214673	0.269283	0.00346899	0.878612
Q99KK7	0.24372	0.387012	0.632665	0.66628	0.474906	1.27466	0.855783	-1.09288	-1.82715	-0.962478	-0.677396	-0.967708	-1.17027	-1.83662	1.04316	0.841394	0.559169	0.766069	0.814283	0.6242	0.27065	0.464275	0.641557	0.620412	0.773406
Q99KN2	NaN	-1.22005	NaN	-0.346155	0.0268953	NaN	-0.134165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.05059	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99KN9	0.022172	0.916589	0.864352	0.535253	0.0698996	0.536498	1.19939	NaN	-0.464494	NaN	NaN	-0.329183	NaN	-0.359666	-0.277469	-0.459529	-0.132905	-0.880681	-1.83408	-0.752725	1.18453	1.10218	0.997113	0.697642	-0.0769777
Q99KP6	0.0272701	1.05143	0.46618	0.694487	0.251019	-0.0654137	0.84808	-0.335529	0.228825	0.351643	0.100617	0.598817	-0.798965	0.346474	-1.42522	-0.72515	-1.91295	-1.14584	NaN	-2.22759	1.46248	1.55566	0.903908	0.991559	0.449141
Q99KQ4	0.515769	1.12591	0.93856	1.09816	0.188102	0.307983	0.962997	-1.15735	-0.747532	-1.68499	-1.04456	-0.130448	-0.790204	-1.3222	-1.04552	NaN	NaN	NaN	NaN	-2.20823	1.33611	1.62965	0.901554	1.09944	0.392843
Q99KV1	0.754988	0.557139	0.525311	0.670702	0.180104	0.751209	0.469343	-1.14005	NaN	-1.25574	-1.51817	-1.51552	-1.66243	NaN	NaN	-0.824363	NaN	-1.60472	NaN	NaN	1.84492	1.25421	1.54375	1.83965	1.05219
Q99KX1	-0.090376	-0.0996629	-0.497357	-0.761891	-0.561045	-0.27437	-0.705599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.953977	0.171673	0.294563	0.496746	1.03637	0.675629	NaN	-0.476614	-0.353413	0.191368	NaN
Q99KY4	NaN	NaN	NaN	-0.0973713	0.222268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99L04	2.25835	2.04118	2.0784	2.39326	2.23148	2.46285	2.22387	-0.342438	-0.551006	-0.542421	0.160902	-0.537649	-0.882725	-0.478554	NaN	NaN	-2.76207	-3.64806	-4.36803	-4.42065	1.04371	0.067566	0.552395	1.04357	-0.246704
Q99L13	1.00363	0.740564	0.342933	0.908513	0.513772	1.76245	-0.25487	-0.345078	NaN	-1.01099	-0.482871	-0.977528	-1.00333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.109218	-0.058911	0.0885766	0.266277	-0.732032
Q99L43	-0.338325	NaN	-0.45322	-0.383783	NaN	-0.316196	NaN	NaN	NaN	-0.0755001	-0.523914	NaN	NaN	-1.64037	-0.254291	0.815535	NaN	0.112637	NaN	NaN	0.019936	-0.448164	0.793703	1.28324	1.40872
Q99L45	-0.230174	0.899237	0.588269	0.164845	-0.676419	-0.185714	0.355002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.51078	-1.29917	NaN	-1.8978	NaN	NaN	1.44531	1.57793	0.656134	1.10075	0.419165
Q99L47	0.781492	1.20607	1.07534	1.01354	0.0517445	0.699362	1.0591	-1.33824	-1.4372	-0.134233	-1.11993	-0.803183	-1.54638	-0.832844	-0.28056	0.25725	-1.23782	0.251978	-0.995317	-0.93931	1.28488	1.17444	1.06353	1.13279	0.853058
Q99LB2	NaN	0.511994	0.19982	0.775086	0.422257	0.273064	0.272521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.258482	-1.11349	NaN	-1.08277	NaN
Q99LB6	-0.838953	-0.407994	-0.869251	-0.622839	0.26872	-0.520306	-0.620215	-0.388815	0.304453	0.234892	-0.272286	0.930115	-0.33539	-0.0982191	0.310798	1.17753	0.854301	0.824163	0.663215	1.12554	0.381334	0.392698	-0.349228	-0.0813849	-0.695034
Q99LC2	-0.129065	0.409618	NaN	NaN	0.104192	NaN	0.294982	NaN	0.997781	0.0609637	0.0956088	0.732053	NaN	0.238799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.416623	-1.27453	-1.27964	NaN
Q99LC3	1.6848	1.07128	1.08367	1.65127	1.71687	2.18762	1.35449	-1.24898	NaN	-1.36835	-1.87391	NaN	-1.49235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.00306755	-0.695105	-0.882439	0.34448	-0.446944
Q99LC5	0.819257	1.06438	0.72296	1.06532	0.67512	1.13339	0.967456	0.150927	-0.725871	0.498286	0.400719	-0.568904	-0.303495	-0.0812523	-1.01081	-1.85863	-1.93996	-1.41346	-1.70289	-1.87653	1.37052	1.20214	0.4926	1.20038	0.205127
Q99LC8	NaN	-1.3431	NaN	-0.406984	-0.18996	-0.672228	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.991888	1.17485	0.402426	0.346575	-0.303471
Q99LD4	0.927391	1.19214	1.19318	1.3727	1.50055	1.1571	1.33092	NaN	-1.68926	-0.895548	-0.904055	-1.51833	NaN	-1.0807	-0.706934	-0.936817	-1.94324	-1.13126	-1.67035	-1.41087	1.18896	1.39346	1.37267	1.16214	1.14395
Q99LD8	-0.355093	0.0590138	-0.543216	-0.584409	-0.443428	-0.735223	-0.0696063	-0.292325	-0.124055	-0.566984	-0.73047	-0.0659842	-0.399391	-0.0818305	1.10916	0.718483	0.925181	0.505063	0.913617	0.776299	0.442151	0.532902	0.718745	0.544302	-0.704261
Q99LD9	-1.05821	-0.340683	-0.523569	-0.317411	-0.874704	-0.188938	-0.637437	NaN	1.39487	1.42685	1.19763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99LE6	0.0348691	1.02289	0.505923	1.20138	0.327012	0.572152	0.732081	NaN	NaN	-1.88519	NaN	NaN	NaN	-1.82201	NaN	-1.06215	NaN	NaN	NaN	NaN	0.934937	0.796548	-0.451736	-0.484372	-0.422351
Q99LF4	0.338551	0.894995	0.463497	0.601454	0.877537	0.414227	0.816971	0.650925	0.888619	0.172781	0.525118	0.852188	0.463633	0.295775	-1.39972	-1.73503	-1.72369	-1.78855	-1.78864	-2.19346	0.739611	0.567675	0.551033	0.599282	-0.111519
Q99LI2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.235676	0.0960755	-0.299118	-0.0326343
Q99LI8	-0.0106295	-0.154423	0.141466	0.161268	0.396296	-0.123167	0.119749	-0.650871	NaN	-0.566217	-0.119581	NaN	NaN	-0.99937	NaN	NaN	NaN	NaN	NaN	NaN	0.15638	0.194979	0.526741	0.434557	0.426437
Q99LJ0	NaN	-0.270504	-0.938669	-0.322883	-0.703714	NaN	-0.872816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.709498	1.13999	1.1073	0.217362	-0.0655589
Q99LN9	NaN	-0.494363	NaN	-0.790657	NaN	NaN	-0.800398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.18254	0.902878	NaN	NaN	NaN
Q99LP6	-0.727916	0.0394886	-0.0397465	-0.0301545	0.989217	0.352641	0.0655944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.340749	NaN	-0.504066	0.281153	-0.766959
Q99LR1	1.59389	1.23566	0.847143	1.78796	1.25176	1.75879	1.12193	0.306726	-0.664776	-0.284954	0.218754	-0.128078	-0.335068	-0.544209	-1.54714	-0.380461	NaN	NaN	-1.42841	NaN	-1.30798	-1.25119	-0.404562	-0.492399	-1.49978
Q99LS3	-0.88702	-0.884548	-1.06628	-0.728929	NaN	-0.753109	-1.1122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.60924	1.69408	0.872954	0.828902	0.960556	0.296286	-0.0632397	0.00254285	-0.0496041	-0.244907	-0.474722
Q99LT0	-1.36111	0.138046	0.335974	-0.556927	0.320949	-1.96091	0.29093	-1.5038	-0.739021	-0.909821	-0.973337	-1.05373	-1.22034	-0.758724	1.43832	1.26645	2.49944	2.32658	2.07638	1.99795	0.0701178	0.603077	0.274267	-0.44128	-0.423319
Q99LX0	0.358005	0.573277	0.312871	0.428586	0.376859	0.354819	0.607099	-1.2205	-1.19641	-0.531646	-0.48981	-0.972945	-1.16662	-0.310979	0.798272	-0.00700474	0.2795	0.156348	0.372945	0.381238	0.700372	0.797681	0.605798	0.421041	0.0103426
Q99LY9	1.33508	0.506154	0.264539	0.547124	0.492925	1.3857	0.555894	-2.14361	NaN	-1.61355	-1.53312	NaN	NaN	-2.86311	NaN	NaN	NaN	NaN	NaN	NaN	0.640756	0.787769	1.40103	1.41581	1.58606
Q99M28	-0.179452	0.279235	-0.34303	-0.337517	-0.0717265	-0.212269	0.0978997	0.760354	1.95502	1.01636	1.11273	2.1611	0.534078	1.59325	-1.83402	-1.93644	-2.20276	-1.5017	-1.9682	-1.77229	1.24901	1.07744	0.596639	0.335866	-1.29957
Q99M31	NaN	0.904713	0.503909	0.297707	0.171904	NaN	0.78517	NaN	0.182465	-0.506086	NaN	-0.00457311	NaN	-0.123527	NaN	0.571719	NaN	-0.829717	NaN	NaN	NaN	-0.22932	NaN	-0.789771	-0.934594
"Q99M51;O55033"	0.744867	0.218894	NaN	NaN	-0.0297496	0.15826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.434403	NaN	NaN	-0.657868	NaN
Q99M71	-1.69226	-1.21887	-0.991928	-0.886939	-2.05295	-0.927324	-1.91551	-0.203729	-1.30575	NaN	NaN	-1.33128	-0.682575	-0.913997	1.81179	1.17324	1.6177	1.88901	2.26267	2.07615	0.793347	1.43665	1.69605	0.938305	0.879071
Q99M87	NaN	0.277655	NaN	NaN	NaN	-0.277655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99MD9	-0.568616	1.63144	1.15171	0.972533	1.25133	-1.2083	1.42729	-3.87234	0.0668461	-0.0905883	-0.429133	0.290742	-4.8196	-0.120246	-0.403643	0.924257	0.776857	0.597738	-0.713364	-1.06189	1.86232	2.03616	1.02138	0.435878	-0.524356
Q99MI1	1.65944	0.355123	0.261558	-0.0821783	0.567367	1.72467	0.237587	0.0569323	-0.400839	-1.28931	-1.94162	NaN	0.346254	-1.9193	-1.87318	NaN	NaN	NaN	NaN	NaN	0.295357	0.404093	1.34353	1.22628	0.740515
"Q99MK8;Q3UYH7"	1.26948	-0.563722	-0.758882	-0.120399	-0.855116	1.20245	-1.13216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99MN1	0.0191966	0.881526	0.709481	0.745755	0.590987	0.164418	0.800677	-1.46903	-0.318709	0.069131	-0.405127	0.313069	-1.2695	-0.0338258	-0.94531	0.283376	-1.33914	0.303861	-3.06588	NaN	1.3704	1.35179	0.417535	0.466054	0.0881149
Q99MN9	0.0767871	0.284053	0.227883	0.450683	-0.112519	0.716308	0.522248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0700694	0.0103656	-0.885373	0.510436	-1.5543
Q99MR0	0.775395	-0.698108	NaN	NaN	NaN	0.098841	-0.358642	-0.303577	NaN	NaN	NaN	NaN	-0.308588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0321696	0.762511	NaN
Q99MR3	-0.131756	0.140913	NaN	0.151147	NaN	0.00333929	0.077085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.81017	1.38491	NaN	-0.815472	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99MR6	-1.63881	-0.942038	-1.22211	-1.51193	-1.80157	-1.65701	-1.08369	0.483356	1.3022	0.692421	0.789942	1.34509	0.402986	1.05496	NaN	-1.3458	NaN	-2.47804	NaN	NaN	2.64669	1.72227	1.75026	1.93344	-1.58743
Q99MR8	0.259497	0.78119	-0.930484	0.739312	0.943112	1.83499	0.29728	0.346703	-0.238736	NaN	0.234742	0.499833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.711299	-1.96471	NaN	-2.09143	NaN
Q99N28	2.61527	0.963715	0.840183	0.927542	1.03249	2.28548	0.720959	0.971571	-1.87296	-1.07297	-0.561033	-0.996095	1.07495	-2.87283	1.06058	-3.61136	-3.86046	-2.79272	0.473267	0.40091	-1.05714	-0.118023	2.63747	1.87925	1.84919
Q99NB8	-0.719492	0.277027	0.154745	-0.249903	-0.260872	-1.07882	0.683613	-1.68672	-0.877708	-1.31958	-1.76092	-0.70577	NaN	-1.93687	1.37353	2.05042	1.70138	1.92437	0.857147	1.01701	0.967304	0.756052	0.761221	0.125023	-1.03968
Q99NB9	0.0965645	0.646079	-0.489506	-0.0600879	-0.413068	-1.25926	0.287551	0.698129	1.21578	1.18326	1.04211	1.38433	0.188003	1.14814	-2.71217	-2.36204	NaN	-2.87152	NaN	NaN	2.37183	2.53813	1.32037	1.71914	-0.184666
Q99NE5	0.466127	-1.74336	NaN	NaN	-1.69242	1.98163	0.0616834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q99NH0	NaN	NaN	NaN	NaN	NaN	NaN	-0.677502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.138322	0.53918	NaN	NaN	NaN
Q99P31	NaN	0.347146	NaN	NaN	-0.398028	NaN	-0.336719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.478173	NaN	-0.100692	-0.315335	NaN	NaN	1.2567	1.32784	-0.0840387	-0.667512	-0.55119
Q99P72	1.12241	0.822159	0.860515	1.06361	0.490852	1.10809	0.834257	-0.875172	-2.10677	-0.923868	-0.538672	-1.55732	-1.17733	-1.70068	0.248728	0.0678041	-0.414545	-0.615317	-0.0694239	-0.200505	0.140171	0.559286	1.50993	0.855825	1.29046
Q99PG2	-0.921705	0.231466	0.0898398	-0.364927	-1.0547	-0.755221	-0.188788	NaN	NaN	NaN	-2.36685	NaN	NaN	-2.3653	0.759964	1.77097	0.7924	1.38818	0.449272	-0.198757	1.34024	1.35439	0.38302	0.84086	-0.101332
Q99PJ0	1.97902	0.685111	0.615546	0.886052	0.91351	1.56206	0.637044	0.464213	-4.26537	-1.82741	-1.86228	-3.36559	0.770415	-3.85639	1.67391	-0.230716	-0.553935	0.159838	1.3132	0.845799	-1.37255	0.235539	2.26314	1.52039	1.62431
Q99PL5	1.00248	1.7631	1.20038	1.11849	1.35195	0.86958	1.5796	-0.123603	-0.604749	-0.353452	-0.196164	-0.554668	-0.328832	-0.725994	-1.92161	-0.286674	-3.03486	-2.62534	-2.6465	-3.08254	1.71355	1.90741	1.95331	1.45073	1.183
Q99PM3	NaN	-0.952725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.966057	1.42977	NaN	0.888498	0.15176	-0.161913	-0.27859	0.2478	0.396	-0.282191	-0.472351
Q99PT1	0.0842137	0.245581	0.417655	0.390133	0.392296	0.346316	0.394499	-0.441242	-0.907413	-0.312036	0.196406	-0.745372	-0.842384	-0.44452	0.278876	0.187302	0.154103	-0.00217199	0.0756421	-0.373197	0.516171	0.64107	0.336022	0.275708	0.251599
Q99PU5	1.27406	0.9242	1.12867	1.28238	0.79977	1.49975	0.945344	0.387323	-0.801623	0.134181	0.72332	-0.428755	0.208826	-1.02926	-0.725892	-0.366343	-1.46111	-1.02694	-1.17689	-1.55987	-0.237948	-0.478913	-0.170372	-0.39021	-0.151158
Q99PU8	0.402617	0.678636	0.495229	1.35742	0.701076	NaN	1.04554	-0.577556	NaN	-0.341752	-0.00893307	NaN	NaN	NaN	NaN	-0.429164	NaN	NaN	NaN	NaN	-0.924434	-1.06477	-1.33391	NaN	NaN
Q99PV0	-0.484093	-0.0290527	-0.949743	-0.887066	-2.14321	-1.14222	-0.6513	-0.596355	0.325315	1.10435	0.0532131	0.454735	-0.796089	0.804806	NaN	-2.12164	NaN	NaN	NaN	NaN	2.59846	2.38884	1.49492	2.08618	0.69729
Q99PW4	-0.422624	NaN	-0.578908	0.162831	-0.388351	-0.761566	0.0338273	-0.235115	NaN	-0.335754	-0.264827	NaN	NaN	0.127573	0.76624	1.04902	0.591624	0.747616	0.0334821	-0.410482	0.0429482	0.331782	-0.320091	-0.169227	NaN
Q9CPP0	NaN	0.0952029	-1.32501	-0.968478	-1.25442	NaN	-0.610371	NaN	NaN	2.92952	NaN	-0.44414	NaN	NaN	0.352294	1.02934	0.849018	1.91879	NaN	NaN	-1.8862	-0.685542	NaN	NaN	NaN
Q9CPP6	1.23254	0.975631	1.0434	1.24589	0.85739	1.7569	0.313317	NaN	NaN	-0.887048	-2.00124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.381511	-0.413907	-0.0242128	0.129289	0.236842
Q9CPQ1	1.83318	1.24714	1.1413	1.60617	1.6071	1.9531	1.18	0.433513	-0.932383	0.0985754	0.152035	-0.572487	0.147096	-1.01616	-1.67718	-3.09854	-2.40876	-2.61287	-2.00619	-1.99007	0.232656	0.699152	1.56573	0.83402	0.990558
Q9CPQ3	-0.120922	0.519953	0.215851	0.605256	-0.812503	0.523049	0.225542	-1.59998	NaN	-0.450691	-0.437975	-1.50987	NaN	-0.976812	0.566756	0.741332	-0.155696	0.771222	0.190134	-0.994937	0.557583	0.533942	0.678255	0.775011	0.493403
Q9CPQ8	1.43671	0.743617	0.811316	1.28717	0.679106	1.7608	1.11148	-2.06442	NaN	-1.16888	-1.91862	NaN	-1.80133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.316277	-0.0954585	-0.225624	0.918993	0.0798593
Q9CPR4	0.87995	2.08276	1.55401	1.72802	2.04859	1.20939	1.8546	-2.08553	-2.41448	0.504189	-0.823862	-1.21385	-4.03496	0.373533	-0.649706	1.78723	-1.82981	1.44149	-2.36595	-2.37942	1.45899	1.3164	0.867693	0.888021	0.329994
Q9CPS6	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CPT4	0.0920514	0.516799	0.456756	0.00355613	-0.79275	0.193835	0.205003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.616655	NaN	NaN	NaN	-0.540649	NaN	-0.516952	0.360349	0.510596	0.00985038	0.118211
Q9CPT5	NaN	1.2594	0.344405	0.186946	0.280946	NaN	0.219096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0254433	-0.150082	-0.882426	-1.28373	NaN
Q9CPU0	0.963281	0.993817	0.797315	1.21872	0.210506	1.31621	0.843967	-1.49486	NaN	-1.11085	-1.58968	NaN	-1.08199	-2.28133	0.289983	0.0521747	-1.42407	0.302671	-0.538978	-1.70242	1.04769	0.828443	1.3906	1.35625	0.970452
Q9CPU4	1.05528	-0.0347015	0.249541	1.05739	0.1985	1.82157	-0.0845138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.32648	-2.43773	-0.944942	0.57375	-0.127662
Q9CPV4	0.325922	0.581715	0.51511	0.724976	0.769406	0.372479	0.662228	-1.33137	-1.49682	-0.238042	-0.783788	-1.16359	-1.87851	-0.525602	0.37686	0.678488	0.022965	0.444937	0.137597	-0.513484	1.00133	1.13019	0.815789	0.780444	0.420302
Q9CPW0	0.493223	NaN	-0.293068	-0.326019	-0.606329	0.405607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0540583	-1.02357	1.2961
Q9CPW3	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CPW4	0.74333	0.982609	0.799654	0.663853	0.377741	0.786159	0.821495	-1.8787	-2.24005	-0.967711	-1.61303	-2.02102	-1.69134	-1.3315	0.507873	0.518085	0.13372	-0.0289251	0.427534	0.409479	1.33784	1.49487	1.77785	1.53646	1.22195
Q9CPW7	-0.745233	-0.228204	-0.958721	-0.799288	-1.05575	-0.924059	-0.263036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.835474	1.52058	1.72043	0.286339	0.611466
Q9CPX6	0.00264287	-0.494843	-1.50969	-0.482041	NaN	-0.505667	NaN	-0.0423477	NaN	NaN	NaN	-0.100095	-0.264964	NaN	-0.0140827	0.0770619	0.358461	-0.770917	0.201463	0.0691597	0.634313	0.957818	0.942106	0.535636	0.405986
Q9CPX7	NaN	0.291648	-0.145266	NaN	NaN	-0.146382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CPY7	0.161877	1.55063	1.1956	1.31971	1.12932	0.325131	1.28512	-0.730918	0.3846	0.206319	0.332946	0.826905	-1.17525	0.329362	-2.04121	-0.692907	-0.814698	-1.57229	-2.30868	-2.02213	1.45717	1.43995	-0.584274	0.122996	-0.806144
Q9CQ06	NaN	NaN	-0.439121	0.439121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQ10	0.126453	-0.121706	0.278541	NaN	NaN	-0.30843	0.0251422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQ22	-0.800635	-0.694111	-0.757252	-0.0834585	-0.12955	-0.862017	-0.295693	-0.984309	-0.440037	-0.260108	-0.506655	-0.688462	-0.346356	-0.779404	2.11323	2.11341	2.31735	2.04838	2.19843	2.10337	-0.487135	-0.756447	-0.739306	-0.916386	-1.29596
Q9CQ26	NaN	-0.389729	-0.318653	-0.48901	-0.55612	NaN	-0.28513	1.07946	1.10651	NaN	NaN	NaN	0.936916	0.313951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.576363	-0.821829	NaN
Q9CQ45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.577047	-0.521533	0.870265	-0.0118262	NaN	-0.142277	-0.667519	-0.634705	0.637086	-0.381941	0.275403
Q9CQ48	-1.35092	-0.0786473	-0.993515	NaN	NaN	NaN	-1.22357	NaN	NaN	NaN	-1.02359	0.28179	NaN	-1.13545	NaN	1.43817	1.10774	0.977408	NaN	NaN	1.13375	0.876225	-0.0285527	0.536936	-0.517778
Q9CQ54	0.89834	0.582886	0.551998	0.969543	0.983185	1.77369	0.561581	-0.298147	-0.741011	-0.873091	-0.0872402	-0.845539	0.0656013	-0.0886993	NaN	NaN	NaN	NaN	NaN	NaN	-0.365631	-0.867895	-0.835688	0.582893	-0.700815
Q9CQ60	-0.327731	-0.324151	-0.612031	-0.447392	-0.114584	-0.436976	-0.288582	-0.31507	-0.0463128	-0.456187	-0.156947	-0.0155854	-0.234475	-0.348345	1.14672	0.638019	1.08102	0.503677	0.893789	0.8295	0.332834	0.20293	0.29816	0.180667	-0.627257
Q9CQ62	1.08895	1.42016	0.501965	1.50094	1.4746	1.41061	1.26763	-1.25282	NaN	-1.31839	-0.909387	-1.52451	NaN	-1.7408	NaN	NaN	NaN	NaN	NaN	NaN	0.185406	0.171339	-0.19638	0.615273	-1.42838
Q9CQ65	0.454335	1.50966	1.11331	1.64925	1.75011	0.536799	1.41616	-1.27333	-0.620317	-0.694903	-0.607461	0.189181	NaN	-1.00943	-1.11822	-0.415746	-1.18853	-0.78601	-1.21245	NaN	0.467868	0.550691	-0.146213	-0.219083	-0.20132
Q9CQ69	0.956989	0.746436	0.794515	1.09811	0.696555	1.68198	0.661044	1.09649	-0.473157	0.0412095	0.756198	-0.0419872	0.743024	-0.571666	-2.68405	NaN	NaN	NaN	NaN	NaN	-1.15534	-1.62308	-1.15014	-0.592372	-1.27125
Q9CQ71	-1.86502	0.26419	-0.38086	0.147268	0.930803	NaN	0.491356	-2.15534	-0.1873	-0.686678	-0.697853	-0.0994779	NaN	-0.490097	-0.481516	0.574011	1.71242	0.444198	-0.670328	-0.446799	2.12526	2.6225	0.443319	-0.847616	NaN
Q9CQ75	0.583096	0.0845358	0.0199949	0.335371	-0.0472906	0.756212	-0.220621	0.62195	-1.26829	-0.960581	-0.0404413	-0.747532	0.506941	-1.38586	0.520678	-0.132431	0.237429	-0.0341432	0.50866	0.588347	-0.0830572	-0.409921	0.122883	0.651892	-0.00834444
Q9CQ80	-0.234335	-0.709547	-0.50925	-0.187959	NaN	0.106386	-0.495279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0971568	NaN	NaN	NaN	1.27413	NaN	0.161259	NaN	-0.0121992	0.764281	-0.254644
Q9CQ89	-1.14995	-1.3454	-0.851756	-0.985387	-1.20547	-1.34841	-0.837644	0.739703	0.0591151	-0.15327	0.327725	0.189503	0.576167	0.502217	1.51738	1.07476	1.34944	0.681462	1.43089	1.57655	-0.0386366	-0.343183	-0.563077	0.319813	NaN
Q9CQ91	1.47058	0.535918	1.06256	1.05695	1.19095	2.10935	1.08199	-0.873157	NaN	-1.667	-0.81685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.70441	-1.19607	-0.440351	-1.08122
