T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
P84089	-0.483253	0.477227	-0.00049305	0.00665379	0.368093	-0.980563	0.222707	-0.12375	0.877234	-0.883721	-0.63272	0.472268	0.0600634	-0.208932	-0.0385847	-1.12923	0.733939	0.262753	0.403012	0.587375	0.369367	0.700978	0.644021	-0.214568	-0.823899
P84091	1.50628	1.05856	1.18649	1.34311	0.967325	1.56801	0.996237	-0.283287	NaN	-0.609598	-0.62557	-1.10985	-0.84631	-1.80112	-1.68382	-2.28935	NaN	NaN	NaN	-2.94302	0.27409	0.540392	1.25755	0.975624	1.38653
P84096	0.25864	-0.0263747	0.111813	-0.120863	-0.00673091	-0.00678051	-0.192842	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.19383	NaN	NaN	NaN	NaN	0.585632	0.118961	0.34191	0.229679	-0.0992106
P84099	-0.370844	0.905726	0.868498	0.716049	0.741848	-0.0623683	0.890465	-1.31285	-0.542967	-0.290415	-0.579603	-0.363035	-1.83994	-0.161816	-0.630396	0.531084	-0.570812	0.324797	-1.67966	-1.31266	1.42371	1.64172	1.21279	0.657627	0.531027
P84104	-0.572612	0.254909	-0.364055	-0.214318	-0.267253	-0.81392	0.0875559	0.038188	0.672975	0.181359	0.289882	0.701024	0.143882	0.477416	0.691409	0.245231	1.04983	0.0901346	0.896337	0.711083	-0.709401	-0.0791464	0.127315	-0.711059	-1.85344
P85094	0.931968	0.612966	0.51212	0.927575	0.583961	1.17012	0.569179	NaN	NaN	-1.06809	-0.65779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.217639	-0.715419	-1.70726	-0.353598	-0.58809
P97300	1.6349	1.01113	0.855322	1.06829	1.03678	1.54765	1.12944	0.686712	-3.22873	-0.222502	0.200985	-1.81237	0.43197	-2.22194	0.207214	-1.2085	-2.17369	-1.07512	0.249622	-0.715025	-0.531725	-0.0165713	1.71931	0.746324	0.935371
P97310	-2.7489	1.72028	0.333615	0.502139	0.443751	NaN	0.758189	NaN	0.489472	0.92182	0.585299	0.547892	NaN	1.18998	NaN	-0.69699	-2.03016	-1.12693	NaN	NaN	1.74797	1.54261	-0.556443	-0.592654	NaN
P97311	-5.65611	1.89809	0.746469	1.4145	1.23016	-7.13491	1.61084	NaN	1.15604	1.35201	0.549838	1.39177	NaN	1.71103	-1.99553	0.725461	-0.381574	0.172503	NaN	NaN	2.9058	2.79374	0.577662	0.47326	-2.24721
P97315	0.646299	1.66775	1.33501	1.28296	1.108	0.58194	1.29861	-0.905991	-0.302738	-1.2596	-0.509962	-0.181978	-1.29548	-0.81588	-1.61378	-0.452465	-0.285421	-1.07173	-2.50889	-2.39059	1.25853	1.48713	1.24886	0.343458	1.08986
P97346	NaN	0.29664	-0.664459	NaN	-1.1643	-1.06323	NaN	NaN	-0.255436	NaN	NaN	0.406074	NaN	0.113775	0.000859976	0.197643	0.926845	0.186487	NaN	0.571142	NaN	NaN	NaN	NaN	NaN
P97351	0.312308	1.26694	1.00746	1.13759	1.04854	0.240317	1.17851	-0.724895	-0.017467	0.155465	0.104836	0.258584	-1.16637	0.23419	-1.05546	-0.463777	-1.05555	-0.69898	-1.78945	-1.79942	0.828639	1.16889	0.292826	0.166066	-0.172885
P97355	-0.10578	0.229944	0.139465	0.470123	0.3036	0.507784	0.0567112	NaN	NaN	NaN	NaN	-2.56234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.208641	0.286158	0.111937	0.186119	0.167641
P97370	0.0376135	0.0671507	-0.169404	-0.323972	-0.613641	-0.270484	0.0781657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.456343	0.360537	1.38451	1.21629	0.889166
P97371	0.541247	1.15206	0.787314	0.753556	0.432994	0.373442	0.553836	NaN	NaN	-0.809863	-0.850698	-2.75312	NaN	-1.17744	0.114401	0.42035	-0.355323	0.392956	0.270579	NaN	1.06514	1.24219	0.938954	0.938437	0.417155
P97372	NaN	-0.493131	-2.15989	NaN	NaN	NaN	-2.81364	NaN	-0.585845	-0.349632	0.0433146	-0.608508	NaN	-0.172132	-0.0889524	0.359269	NaN	0.440776	-0.0139116	NaN	1.34993	1.58621	1.52254	1.48945	0.922068
P97377	NaN	-0.248408	-0.638182	-0.353316	NaN	NaN	0.581474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.317573	0.46224	-0.12138	NaN	NaN
P97379	0.493577	0.941113	0.833892	0.935216	1.12557	0.791037	0.83116	-0.157239	-0.330568	-0.932945	-0.627239	0.0941799	-0.122098	-0.91644	-0.125045	-2.32689	-0.455447	-1.77908	-1.50362	0.216017	0.780291	0.851773	0.867381	0.882716	0.333489
P97390	0.33833	-0.00596333	0.582591	0.385406	NaN	0.566951	0.373641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.25846	-0.982493	NaN
P97393	0.700474	-1.00593	-0.34856	-0.898029	-1.14429	1.49127	0.786532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.176726	NaN	NaN	0.241808	NaN
"P97426;P97425"	NaN	NaN	NaN	0.406672	-0.726705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P97427	1.07655	0.382071	0.631297	0.676423	0.738497	1.18792	0.456929	0.458207	-0.759176	-0.241165	-0.0545573	-0.192869	0.39753	-0.499137	0.246956	-0.843444	-1.55103	-1.18447	-0.36446	-0.610952	-0.7268	-0.281471	0.475968	0.510832	0.657917
P97429	-1.86184	-1.00157	-1.22323	-1.29467	-0.470246	NaN	-1.31809	NaN	0.922549	1.11719	0.887841	1.26557	NaN	1.16136	-1.87342	1.33036	0.986949	-0.146823	-0.944417	-1.74052	2.207	1.52925	-0.0168294	-0.0135926	-0.378314
P97434	0.926075	0.644026	0.736122	0.433744	0.146858	0.400728	0.565845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.30301	-1.18626	-1.36413	NaN	NaN
"P97445;Q61290;O55017"	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P97447	-0.183516	0.689823	0.0219035	-0.0857911	NaN	-1.64574	-1.12554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.591449	0.541111	0.899179	0.451206	0.133888
P97450	1.5517	1.62841	1.67503	1.3693	1.51099	1.17397	1.71436	-0.974417	-2.83511	-0.658481	-0.634504	-1.84361	-1.74242	-1.49926	-0.729793	-0.960596	-2.62794	-0.974129	-1.42454	-2.10168	1.30553	1.86563	2.50057	1.44361	1.89395
P97461	-0.748136	0.551942	0.0870714	0.256536	0.40227	-0.483077	0.37419	-0.501565	0.274833	0.0829439	-0.0719099	0.529206	-0.545838	0.289868	-0.0826082	0.513862	0.513757	0.253829	-0.171508	-0.359366	0.279286	0.306069	-0.610263	-0.416795	-0.776572
P97470	-0.793125	-0.738993	NaN	NaN	-0.698671	NaN	0.288034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.505138	NaN	0.542423	0.775572	0.209547	0.528467	-0.561054	0.241997	-0.299334
P97493	-0.0249732	0.198009	0.0117681	0.292856	-0.522665	-0.0406573	0.0856626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P97494	NaN	-0.472614	NaN	0.143623	NaN	0.265436	0.451097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.361046	0.06604	0.261576	-0.107969	-0.246143
P97496	NaN	-0.651766	-1.27729	-1.44208	-1.58867	NaN	-0.750872	NaN	1.12248	0.555799	0.7427	0.79141	NaN	1.11932	NaN	NaN	NaN	NaN	NaN	NaN	1.63702	0.961557	-0.676043	-0.543213	NaN
P97742	NaN	-0.483987	NaN	-0.0773325	-0.0929594	0.0430212	-0.823737	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.376767	NaN	1.2607	-0.20247	NaN
P97765	0.672859	0.307778	-0.13031	0.362055	-0.102669	1.0016	0.312294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.204535	NaN	0.159769	-0.717731	-0.238636	-0.171259	-0.216404	-0.379463	0.184719	0.0215245	-0.0791415
P97770	NaN	0.0610332	-0.0314846	NaN	0.117525	-0.147074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P97772	0.984551	-1.99976	NaN	-0.320134	-0.313102	0.992251	-0.0647746	0.97437	NaN	NaN	NaN	NaN	0.621879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00348938	0.569966	-0.185264	-1.00637
P97783	-2.67452	NaN	NaN	-1.89242	NaN	NaN	-2.28449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1973	1.33447	1.84754	NaN	1.13174	1.34038	NaN	NaN	NaN	NaN	NaN
P97792	-0.31819	0.340446	0.441999	0.171661	-0.0330914	-0.437882	-0.246728	-0.737807	-1.05318	-0.929417	-1.20883	-0.584037	-0.442656	NaN	0.386739	-0.42771	-0.749879	-0.794616	0.470401	0.406312	0.221376	0.924979	2.18753	0.684577	2.19211
P97797	2.13878	0.14227	0.445376	0.483357	0.314759	1.79419	0.517915	1.12031	NaN	-0.554053	-0.990611	-1.25684	0.523967	NaN	-0.859969	NaN	NaN	NaN	NaN	-1.46337	-1.94843	-1.2442	1.10038	-0.159951	0.670283
P97798	0.176576	-0.706135	-0.940453	-0.291846	-0.699458	-0.790852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.429136	0.0311332	NaN	-0.0593171	0.901683	0.289751	-0.0969224	0.351739	0.822662	0.00784445	0.574459
P97807	2.15624	1.63034	1.70333	2.1687	0.865015	2.66503	1.61686	0.0877585	-1.2293	0.406639	0.314479	-0.606328	-0.110621	-0.627791	-2.29236	-2.20824	-2.96488	-1.83795	-2.92886	-3.02634	0.986558	0.880147	0.64788	1.38277	0.697643
P97820	-0.106733	0.443316	-0.0519058	0.267882	-0.0489704	0.0628269	0.0162876	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.603638	0.135436	0.0286167	-0.134385	-1.21601
P97821	NaN	-1.39122	-1.20359	NaN	NaN	NaN	-1.07595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.366014	1.82351	0.725808	1.27113	-0.379727	-0.135976	NaN	NaN	NaN	NaN	NaN
P97822	-0.181808	1.75925	1.06675	1.02313	0.239384	-0.467441	1.61369	-2.78811	-1.70635	0.74261	-0.558646	-0.821544	-3.66347	1.48671	-0.34731	-0.344758	-0.709396	0.359706	-0.600124	-1.06223	1.95873	2.07269	1.24308	1.20703	0.547887
P97823	0.964622	0.710212	0.897388	0.875841	0.496423	1.04187	0.880314	NaN	NaN	-1.25257	-1.40628	NaN	NaN	-1.34349	-0.484144	-0.840075	-0.685004	-0.811119	NaN	-1.49109	0.68366	0.814678	1.02745	0.506346	-0.0257304
P97825	-1.44562	0.880522	0.275073	-0.0204861	0.316518	-3.06141	0.314803	-2.41137	-0.242555	-1.17421	-1.33372	-0.31742	-1.82716	-0.513158	1.52829	1.47101	2.48916	1.78717	1.79633	1.90248	0.0433223	0.830313	1.03667	0.122765	0.0172451
P97855	-1.02272	0.78329	0.460008	0.366271	0.556348	-1.14053	0.744767	-1.07912	-0.167619	0.141549	0.19094	0.381299	-1.40976	0.415788	-0.347125	0.335832	0.216329	0.37658	-0.922429	-1.3279	1.5324	1.63758	0.610431	0.0877943	-0.869817
P97863	0.193061	1.72792	1.0974	0.963434	1.25354	0.0914646	1.38239	-0.284306	0.938377	0.792358	0.518905	1.54665	-0.284823	1.46635	-1.8408	-1.0737	NaN	-1.33501	-2.94072	-2.22851	NaN	NaN	NaN	NaN	NaN
P97868	-1.46026	0.382185	1.42203	0.778549	-1.04056	-2.06129	0.75999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P97930	NaN	-0.264042	-0.975849	-1.38389	-0.50684	-1.27656	-1.17295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.49187	1.92974	0.637436	0.52108	NaN
"P97950;O35963"	0.26401	-0.650282	NaN	NaN	NaN	-0.607383	-0.454567	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0681632	NaN	0.479521	0.385321	0.515217
P99024	-0.728326	0.0316591	-0.194621	-0.247151	-0.202056	-0.762424	-0.185189	0.75838	1.19947	0.724925	0.873244	1.31801	1.04041	0.911296	0.343263	-0.408467	-0.576953	-0.337375	-0.221942	-0.299638	-0.630076	-0.621129	-0.595429	-0.421699	-0.760076
P99026	0.302385	0.811094	0.454988	0.703354	0.363495	0.412714	0.836971	-1.26983	-0.541533	-0.413693	-0.555914	-0.368508	-0.877552	-0.623881	0.341091	-0.11109	0.406032	0.223984	-0.195381	-0.48238	0.398044	0.393764	0.354873	0.535917	-0.0616724
P99027	0.400527	1.8813	1.46412	1.11521	-0.187644	0.0110445	1.4754	-4.12519	-4.77277	-0.942426	-2.01115	-3.55841	-4.60092	-1.23166	1.51318	2.32065	1.08858	2.32329	0.632991	-0.439792	2.14991	2.71835	2.54568	1.65795	1.61198
P99028	1.63673	0.980958	0.661008	0.86713	0.307764	0.951076	0.718393	-0.911433	-1.80512	-1.12726	-0.552645	-1.62274	-0.876	-1.70499	0.363903	0.524351	0.440231	0.244565	0.754297	0.639808	-0.885722	-0.0638509	0.721521	-0.0771565	0.510402
P99029	1.20413	0.429934	0.661883	0.9662	0.293205	1.55844	0.457722	0.29122	-2.77628	0.136454	0.371479	-1.38708	-0.0839765	-1.42417	0.58186	-0.515875	-1.49795	-0.694462	0.231062	0.0892832	-0.312141	-0.0424745	0.849184	0.961092	0.775069
Q00422	NaN	-1.35238	NaN	-0.65063	NaN	NaN	-0.475858	NaN	NaN	NaN	NaN	-0.180146	NaN	NaN	NaN	-0.358585	NaN	NaN	NaN	NaN	1.24953	1.42065	0.332425	0.0149925	NaN
Q00493	0.170787	-0.221284	0.0429395	0.233093	0.0747808	0.413348	-0.398894	0.29026	-1.7162	-0.36842	-1.29116	-1.05266	0.62483	-1.70608	1.96984	0.535131	-0.170914	0.514539	1.32902	1.32979	-0.585246	-0.222876	0.767127	0.406768	0.622411
"Q00612;P97324"	0.89387	0.96222	0.911609	0.869678	0.605491	0.752235	0.809568	-1.2974	-1.42209	-1.44471	-1.76375	-1.03867	-1.99164	-1.46792	0.267781	0.231769	0.359035	0.478099	0.204532	-0.146907	1.24236	1.11665	0.868177	0.982554	0.000916541
Q00623	1.37694	2.17235	1.60207	1.50069	1.21952	1.05707	2.15065	-0.485607	-1.09106	-1.29417	-1.3311	-1.75929	-1.25006	-1.25643	-2.37142	-2.6492	-2.95681	-2.54147	-2.75848	NaN	1.91801	3.15629	3.15328	2.69027	2.4233
Q00899	-0.399421	-0.1532	0.374066	NaN	NaN	-0.42214	0.600695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q00915	-1.17794	NaN	NaN	NaN	-1.00308	NaN	-0.727846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.836309	NaN	NaN	-0.0580497	NaN	NaN	0.265622	1.08739	1.29918	1.45086	-0.299823
Q00PI9	0.155022	0.00510049	-0.409115	-0.284834	0.0730612	-0.0593126	0.127323	0.697067	0.732914	0.166823	0.205422	0.744879	0.684002	0.0589468	-0.541374	-1.06914	-0.874525	-0.937092	-1.09889	-1.03494	0.71748	0.914307	0.354506	0.893555	-0.362409
"Q01065;Q61481"	-0.13936	-0.0833473	0.0657234	-0.141205	NaN	0.572771	-0.274582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"Q01147;P81269"	-1.58036	-0.0714181	-0.44749	-0.692981	-0.350602	NaN	-0.443017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.542308	1.23478	1.47471	0.470746	-0.136668
Q01149	NaN	0.890754	0.0492373	-0.0949717	NaN	-1.00292	0.267156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0722589	0.0530729	-0.090064	NaN	NaN
Q01279	NaN	-0.497977	NaN	NaN	-1.16995	NaN	-0.617213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.02926	1.58518	0.355937	0.76405	-0.316201	NaN	1.12376	1.6834	-0.0666934	0.363419	-2.17845
Q01320	NaN	0.413768	-1.05693	-0.513454	-0.435884	NaN	-0.180759	NaN	0.753838	0.0249279	-0.358533	0.945191	NaN	0.775525	NaN	NaN	NaN	NaN	NaN	NaN	2.4236	2.49937	-2.99673	-1.99694	NaN
Q01405	1.19093	1.03256	0.681736	1.074	0.683087	1.41429	0.374142	0.631934	-0.263635	0.0395836	0.845759	0.307431	0.0999721	0.00805509	0.212391	-1.0115	-1.52207	-1.40741	-1.83672	-1.06098	0.111832	0.558398	0.280424	0.403984	-0.877403
Q01730	-0.492697	0.0584546	-0.0645884	0.134623	-0.0239505	-0.49987	0.433241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.716082	0.307135	-0.409222	-0.159208	NaN
Q01768	0.779229	1.05814	1.12678	0.961274	0.941394	0.705695	1.01398	-0.230214	-0.0101116	0.546413	0.303054	0.195035	-0.145213	0.102451	-1.98298	-0.738581	-3.37574	-0.992396	-2.9685	-4.19628	1.65265	1.60046	1.29038	1.39117	0.591357
Q01853	0.187462	0.465765	0.164217	0.371579	0.220217	0.241065	0.263848	-0.313724	-0.368444	-0.246938	-0.0852771	-0.206995	-0.432754	-0.167833	0.477532	-0.0585399	-0.570112	-0.314655	-0.29537	-0.6046	0.435736	0.538022	0.460408	0.532446	0.152302
Q02013	NaN	-0.863176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.863176	NaN
"Q02053;P31254"	0.183997	0.2613	0.0981989	0.330298	0.103711	0.345319	0.224063	-0.308604	-0.947137	-0.406575	-0.283341	-0.491702	-0.766738	-0.26456	0.88551	0.156779	0.234838	0.131167	0.517928	0.261418	0.160756	0.318377	0.305903	0.448567	0.0437803
Q02111	-0.388327	NaN	0.388327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02248	0.596022	0.598614	0.597373	0.686768	0.637242	0.842883	0.471207	0.140339	-0.30112	-0.262592	-0.360504	-0.176534	0.199496	-0.741777	NaN	NaN	NaN	NaN	NaN	NaN	-0.352685	-0.274536	-0.204113	-0.292181	0.0279012
Q02257	0.761049	NaN	NaN	NaN	-0.522671	-0.238379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02357	2.35049	-2.42122	-2.12402	-0.246713	-0.98061	3.03518	-0.735275	1.34867	NaN	NaN	NaN	NaN	1.366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.65512	-0.0370823	-0.900297
"Q02780;P70255"	-0.459058	1.23009	0.58531	0.861697	0.46698	-0.809499	1.18139	-2.5899	1.22167	0.352969	0.495467	1.73496	-2.66157	0.625639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02819	0.4829	1.1608	0.449285	1.03743	0.494672	-0.191321	1.00728	-1.36738	-1.48313	-1.95596	-1.8588	-1.67121	-1.65708	-2.57727	1.08636	0.929559	0.854225	0.659597	0.791214	0.907291	1.06147	1.35549	1.9185	0.848962	1.00742
"Q03141;Q8VHJ5;Q8CIP4"	-0.0981411	-1.19358	NaN	NaN	1.18261	0.455238	-0.346121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q03173	-0.594687	0.949137	1.0738	0.989494	0.382914	-0.0684586	0.894325	-1.08043	-0.786058	-1.49267	-0.9457	-1.60905	-1.49012	-1.36922	NaN	NaN	NaN	NaN	NaN	NaN	1.38533	1.76749	1.19408	0.919125	0.855175
Q03265	0.768112	0.3253	0.228288	0.877658	0.646482	1.2918	0.435199	1.20275	-0.263787	0.371837	0.75382	0.284162	1.05343	-0.35357	-0.268775	-0.587613	-1.9175	-0.744135	-1.24677	-1.36516	-0.298052	-0.477318	-0.7925	0.339441	-0.645463
Q03517	-2.20853	-2.80596	NaN	-2.77182	NaN	-2.25143	NaN	0.190945	NaN	-0.127262	-0.643816	-0.772982	1.68376	NaN	1.578	NaN	NaN	NaN	0.873146	0.797436	NaN	NaN	1.96287	0.829822	3.09812
Q03958	-0.911178	0.243184	-0.0169633	-0.358331	-0.341903	-1.40362	-0.103664	-0.902957	0.3888	-0.121881	-0.720496	-0.506751	-0.155063	0.281989	0.874577	0.999896	0.883107	0.54333	0.695746	0.577317	0.179724	0.626828	0.585503	-0.059274	0.0988643
"Q04447;P07310"	0.352645	0.0602655	-0.161143	0.276198	-0.176864	0.388112	0.075942	0.23516	-0.79526	0.0848455	0.21424	-0.603065	0.00161076	-0.584943	1.03663	0.447484	-0.285636	0.30741	0.377017	-0.0749216	NaN	NaN	NaN	NaN	NaN
Q04690	0.115913	NaN	0.805925	0.522952	-0.724116	0.128215	0.124974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.410832	-0.563031	NaN
Q04736	0.379871	-0.0632408	-0.354138	-0.0864704	NaN	-0.815194	-0.18818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.515344	NaN	0.503274	0.102367	0.00636792
Q04750	0.398575	0.95298	0.728743	0.476971	-0.0777798	-0.13798	0.75815	-0.74966	0.64674	0.363218	-0.441029	1.05471	-0.708775	0.102551	NaN	-1.53607	NaN	-1.32787	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05186	-0.633439	1.06159	0.209485	0.149209	-0.914449	-1.54502	0.593947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.309338	NaN	-1.05365	NaN	NaN	1.06151	1.33502	0.859618	0.0346305	-0.0992711
Q05512	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05816	0.320927	1.28614	0.529362	0.719278	0.304092	0.220787	0.646341	-1.15653	-1.08413	-0.188198	-0.483936	-0.686298	-1.35126	-0.253229	0.13376	-0.439236	-0.344946	-0.302933	0.0910969	-0.14024	0.468924	0.374016	0.397169	0.574705	1.10957
Q05920	0.437323	1.1101	0.886533	1.3495	1.25612	0.908971	1.12874	0.331742	0.346602	0.705527	0.638282	0.507045	0.0902774	0.35652	-2.60152	-1.32862	-3.01321	-0.952792	-4.46546	NaN	1.19728	0.951775	-0.254789	0.374713	-0.844999
Q05BC3	1.30153	-0.167645	-0.943223	0.963926	-0.337249	2.34963	0.854497	NaN	NaN	NaN	0.154477	NaN	NaN	NaN	-1.1619	NaN	NaN	NaN	NaN	-0.306468	NaN	-0.95908	-0.274243	-0.206023	-1.01035
Q05CL8	NaN	-0.654733	-0.990649	-0.652198	-0.371627	NaN	-0.664218	NaN	NaN	-0.806666	-0.0523137	0.430204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.40829	1.15945	0.495124	0.546596	0.152743
Q05D44	-0.777696	0.677887	0.718241	0.882489	1.12077	0.0516475	1.07564	NaN	-0.435772	-0.948623	-0.776231	0.474406	NaN	-0.425928	-1.43822	-0.290266	NaN	-1.38358	NaN	NaN	1.46203	1.98486	0.304858	0.252186	-1.90974
"Q06138;Q9DB16"	-0.697949	-0.337695	-0.172694	-0.605136	-1.30003	-0.303849	-0.765731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.849618	0.77637	0.849615	0.988183	0.719299
Q06185	1.11203	0.69537	0.596939	0.858679	0.123989	1.28044	0.60463	0.760615	-0.862717	-0.262756	-0.0496272	-0.248773	0.213549	-0.921955	-0.536505	-0.970695	-1.25653	-0.884971	-0.867075	-1.52048	-0.00677669	-0.00735271	0.771374	0.781431	0.751387
Q06335	-0.257143	NaN	NaN	NaN	NaN	-0.428698	-1.06827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.689041	1.06507	NaN
Q06890	0.426856	-0.317426	0.061095	0.192424	NaN	-0.258878	-0.974067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.869996
Q07076	0.407395	-0.0977912	0.916695	0.435412	0.369158	0.712615	-0.100824	0.286553	NaN	-0.0344768	0.142428	NaN	0.0962548	-0.507635	NaN	NaN	NaN	NaN	NaN	0.133749	-0.609035	-0.46986	0.619551	-0.514831	-0.657136
Q07235	NaN	-0.435848	NaN	-0.384191	NaN	-0.302634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.529788	NaN	NaN	0.0337818	0.559104
Q07417	0.431424	0.727921	-0.0356208	0.955727	NaN	0.53004	0.749272	-0.310235	-0.132966	NaN	-0.970235	-0.47582	NaN	-0.575389	NaN	NaN	NaN	NaN	NaN	NaN	0.338872	-0.0585986	-0.803796	0.521968	-0.616635
Q07797	NaN	-0.377114	NaN	NaN	0.778186	NaN	-0.401072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q07813	-0.264061	0.336169	0.0427802	0.167099	0.623011	-0.497316	0.398199	-1.2008	-0.589479	-1.52347	-1.15927	-0.44166	-1.06746	-0.929147	0.880739	1.16278	1.17329	0.697413	0.860094	0.866141	-0.12887	0.504627	0.739439	0.249689	-0.151064
Q08024	NaN	NaN	-1.92585	-1.91095	NaN	NaN	-2.41175	NaN	0.139867	-0.0782398	NaN	-0.0325683	NaN	0.042791	NaN	1.18162	NaN	1.13219	NaN	NaN	1.96409	2.01576	NaN	-0.116951	NaN
